ProductKey,Unitprice,ProductAlternateKey,ProductSubcategoryKey,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,Description,StartDate,EndDate,Status,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName
150,0,LW-5800,0,Lock Washer 12,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
151,0,LW-6000,0,Lock Washer 2,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
152,0,LW-7160,0,Lock Washer 9,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
153,0,LW-8000,0,Lock Washer 3,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
154,0,LW-9160,0,Lock Washer 11,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
155,0,MA-7075,0,Metal Angle,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
156,0,MB-2024,0,Metal Bar 1,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
157,0,MB-6061,0,Metal Bar 2,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
158,0,MP-2066,0,Metal Plate 2,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
159,0,MP-2503,0,Metal Plate 1,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
160,0,MP-4960,0,Metal Plate 3,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
161,0,MS-0253,0,Metal Sheet 2,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
162,0,MS-1256,0,Metal Sheet 3,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
163,0,MS-1981,0,Metal Sheet 7,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
164,0,MS-2259,0,Metal Sheet 4,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
165,0,MS-2341,0,Metal Sheet 5,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
166,0,MS-2348,0,Metal Sheet 6,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
167,0,MS-6061,0,Metal Sheet 1,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
168,0,MT-1000,0,Metal Tread Plate,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
169,0,NI-4127,0,LL Nipple,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
170,0,NI-9522,0,HL Nipple,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
171,0,PA-187B,0,Paint - Black,0,FALSE,NA,60,45,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
172,0,PA-361R,0,Paint - Red,0,FALSE,NA,60,45,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
173,0,PA-529S,0,Paint - Silver,0,FALSE,NA,60,45,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
174,0,PA-632U,0,Paint - Blue,0,FALSE,NA,60,45,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
175,0,PA-823Y,0,Paint - Yellow,0,FALSE,NA,60,45,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
176,0,PB-6109,0,Pinch Bolt,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
177,0,RA-2345,0,Cup-Shaped Race,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
178,0,RA-7490,0,Cone-Shaped Race,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
179,0,RF-9198,0,Reflector,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
180,0,RM-M464,0,LL Mountain Rim,0,FALSE,NA,800,600,0,NA,NA,435,0,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
181,0,RM-M692,0,ML Mountain Rim,0,FALSE,NA,800,600,0,NA,NA,450,0,NA,0,M ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
182,0,RM-M823,0,HL Mountain Rim,0,FALSE,NA,800,600,0,NA,NA,400,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
183,0,RM-R436,0,LL Road Rim,0,FALSE,NA,800,600,0,NA,NA,445,0,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
184,0,RM-R600,0,ML Road Rim,0,FALSE,NA,800,600,0,NA,NA,450,0,NA,0,M ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
185,0,RM-R800,0,HL Road Rim,0,FALSE,NA,800,600,0,NA,NA,400,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
186,0,RM-T801,0,Touring Rim,0,FALSE,NA,800,600,0,NA,NA,460,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
187,0,SA-M198,0,LL Mountain Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
188,0,SA-M237,0,ML Mountain Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,M ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
189,0,SA-M687,0,HL Mountain Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
190,0,SA-R127,0,LL Road Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
191,0,SA-R430,0,ML Road Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,M ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
192,0,SA-R522,0,HL Road Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
193,0,SA-T467,0,LL Touring Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
194,0,SA-T612,0,ML Touring Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,M ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
195,0,SA-T872,0,HL Touring Seat Assembly,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
196,0,SD-2342,0,LL Spindle/Axle,0,FALSE,NA,500,375,0,NA,NA,0,0,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
197,0,SD-9872,0,HL Spindle/Axle,0,FALSE,NA,500,375,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
198,0,SH-4562,0,LL Shell,0,FALSE,NA,800,600,0,NA,NA,0,0,NA,0,L ,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
199,0,SH-9312,0,HL Shell,0,FALSE,NA,800,600,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
200,0,SK-9283,0,Spokes,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
201,0,SL-0931,0,Seat Lug,0,FALSE,NA,1000,750,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
202,0,SM-9087,0,Stem,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
203,0,SP-2981,0,Seat Post,0,FALSE,NA,500,375,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
204,0,SR-2098,0,Steerer,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
205,0,SS-2985,0,Seat Stays,0,FALSE,NA,800,600,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
206,0,ST-9828,0,Seat Tube,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
207,0,TO-2301,0,Top Tube,0,FALSE,NA,500,375,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
208,0,TP-0923,0,Tension Pulley,0,FALSE,NA,800,600,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
209,0,RC-0291,0,Rear Derailleur Cage,0,FALSE,Silver,500,375,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,01-07-2003,17-01-2025,Current,NA,0,NA
210,0,FR-R92B-58,14,"HL Road Frame - Black, 58",0,TRUE,Black,500,375,0,58,54-58 CM,2,1,R ,0,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,17-01-2025,Current,Road Frames,2,Components
211,0,FR-R92R-58,14,"HL Road Frame - Red, 58",0,TRUE,Red,500,375,0,58,54-58 CM,2,1,R ,0,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2003,17-01-2025,Current,Road Frames,2,Components
212,0,HL-U509-R,31,"Sport-100 Helmet, Red",12.0278,TRUE,Red,4,3,33.6442,NA,NA,0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2011,28-12-2007,End,Helmets,4,Accessories
213,0,HL-U509-R,31,"Sport-100 Helmet, Red",13.8782,TRUE,Red,4,3,33.6442,NA,NA,0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2012,27-12-2008,End,Helmets,4,Accessories
214,34.99,HL-U509-R,31,"Sport-100 Helmet, Red",13.0863,TRUE,Red,4,3,34.99,NA,NA,0,0,S ,20.994,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2013,17-01-2025,Current,Helmets,4,Accessories
215,0,HL-U509,31,"Sport-100 Helmet, Black",12.0278,TRUE,Black,4,3,33.6442,NA,NA,0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2011,28-12-2007,End,Helmets,4,Accessories
216,0,HL-U509,31,"Sport-100 Helmet, Black",13.8782,TRUE,Black,4,3,33.6442,NA,NA,0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2012,27-12-2008,End,Helmets,4,Accessories
217,34.99,HL-U509,31,"Sport-100 Helmet, Black",13.0863,TRUE,Black,4,3,34.99,NA,NA,0,0,S ,20.994,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2013,17-01-2025,Current,Helmets,4,Accessories
218,0,SO-B909-M,23,"Mountain Bike Socks, M",3.3963,TRUE,White,4,3,9.5,M,M,0,0,M ,5.7,NA,U ,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,01-07-2011,28-12-2007,End,Socks,3,Clothing
219,0,SO-B909-L,23,"Mountain Bike Socks, L",3.3963,TRUE,White,4,3,9.5,L,L,0,0,M ,5.7,NA,U ,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,01-07-2011,28-12-2007,End,Socks,3,Clothing
220,0,HL-U509-B,31,"Sport-100 Helmet, Blue",12.0278,TRUE,Blue,4,3,33.6442,NA,NA,0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2011,28-12-2007,End,Helmets,4,Accessories
221,0,HL-U509-B,31,"Sport-100 Helmet, Blue",13.8782,TRUE,Blue,4,3,33.6442,NA,NA,0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2012,27-12-2008,End,Helmets,4,Accessories
222,34.99,HL-U509-B,31,"Sport-100 Helmet, Blue",13.0863,TRUE,Blue,4,3,34.99,NA,NA,0,0,S ,20.994,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",01-07-2013,17-01-2025,Current,Helmets,4,Accessories
223,0,CA-1098,19,AWC Logo Cap,5.7052,TRUE,Multi,4,3,8.6442,NA,NA,0,0,S ,5.1865,NA,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,01-07-2011,28-12-2007,End,Caps,3,Clothing
224,0,CA-1098,19,AWC Logo Cap,5.2297,TRUE,Multi,4,3,8.6442,NA,NA,0,0,S ,5.1865,NA,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,01-07-2012,27-12-2008,End,Caps,3,Clothing
225,8.99,CA-1098,19,AWC Logo Cap,6.9223,TRUE,Multi,4,3,8.99,NA,NA,0,0,S ,5.394,NA,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,01-07-2013,17-01-2025,Current,Caps,3,Clothing
226,0,LJ-0192-S,21,"Long-Sleeve Logo Jersey, S",31.7244,TRUE,Multi,4,3,48.0673,S,S,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2011,28-12-2007,End,Jerseys,3,Clothing
227,0,LJ-0192-S,21,"Long-Sleeve Logo Jersey, S",29.0807,TRUE,Multi,4,3,48.0673,S,S,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2012,27-12-2008,End,Jerseys,3,Clothing
228,49.99,LJ-0192-S,21,"Long-Sleeve Logo Jersey, S",38.4923,TRUE,Multi,4,3,49.99,S,S,0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2013,17-01-2025,Current,Jerseys,3,Clothing
229,0,LJ-0192-M,21,"Long-Sleeve Logo Jersey, M",31.7244,TRUE,Multi,4,3,48.0673,M,M,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2011,28-12-2007,End,Jerseys,3,Clothing
230,0,LJ-0192-M,21,"Long-Sleeve Logo Jersey, M",29.0807,TRUE,Multi,4,3,48.0673,M,M,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2012,27-12-2008,End,Jerseys,3,Clothing
231,49.99,LJ-0192-M,21,"Long-Sleeve Logo Jersey, M",38.4923,TRUE,Multi,4,3,49.99,M,M,0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2013,17-01-2025,Current,Jerseys,3,Clothing
232,0,LJ-0192-L,21,"Long-Sleeve Logo Jersey, L",31.7244,TRUE,Multi,4,3,48.0673,L,L,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2011,28-12-2007,End,Jerseys,3,Clothing
233,0,LJ-0192-L,21,"Long-Sleeve Logo Jersey, L",29.0807,TRUE,Multi,4,3,48.0673,L,L,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2012,27-12-2008,End,Jerseys,3,Clothing
234,49.99,LJ-0192-L,21,"Long-Sleeve Logo Jersey, L",38.4923,TRUE,Multi,4,3,49.99,L,L,0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2013,17-01-2025,Current,Jerseys,3,Clothing
235,0,LJ-0192-X,21,"Long-Sleeve Logo Jersey, XL",31.7244,TRUE,Multi,4,3,48.0673,XL,XL,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2011,28-12-2007,End,Jerseys,3,Clothing
236,0,LJ-0192-X,21,"Long-Sleeve Logo Jersey, XL",29.0807,TRUE,Multi,4,3,48.0673,XL,XL,0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2012,27-12-2008,End,Jerseys,3,Clothing
237,49.99,LJ-0192-X,21,"Long-Sleeve Logo Jersey, XL",38.4923,TRUE,Multi,4,3,49.99,XL,XL,0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,01-07-2013,17-01-2025,Current,Jerseys,3,Clothing
238,0,FR-R92R-62,14,"HL Road Frame - Red, 62",747.9682,TRUE,Red,500,375,1263.4598,62,60-62 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2011,28-12-2007,End,Road Frames,2,Components
239,0,FR-R92R-62,14,"HL Road Frame - Red, 62",722.2568,TRUE,Red,500,375,1301.3636,62,60-62 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2012,27-12-2008,End,Road Frames,2,Components
240,0,FR-R92R-62,14,"HL Road Frame - Red, 62",868.6342,TRUE,Red,500,375,1431.5,62,60-62 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2013,17-01-2025,Current,Road Frames,2,Components
241,0,FR-R92R-44,14,"HL Road Frame - Red, 44",747.9682,TRUE,Red,500,375,1263.4598,44,42-46 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2011,28-12-2007,End,Road Frames,2,Components
242,0,FR-R92R-44,14,"HL Road Frame - Red, 44",722.2568,TRUE,Red,500,375,1301.3636,44,42-46 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2012,27-12-2008,End,Road Frames,2,Components
243,0,FR-R92R-44,14,"HL Road Frame - Red, 44",868.6342,TRUE,Red,500,375,1431.5,44,42-46 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2013,17-01-2025,Current,Road Frames,2,Components
244,0,FR-R92R-48,14,"HL Road Frame - Red, 48",747.9682,TRUE,Red,500,375,1263.4598,48,48-52 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2011,28-12-2007,End,Road Frames,2,Components
245,0,FR-R92R-48,14,"HL Road Frame - Red, 48",722.2568,TRUE,Red,500,375,1301.3636,48,48-52 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2012,27-12-2008,End,Road Frames,2,Components
246,0,FR-R92R-48,14,"HL Road Frame - Red, 48",868.6342,TRUE,Red,500,375,1431.5,48,48-52 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2013,17-01-2025,Current,Road Frames,2,Components
247,0,FR-R92R-52,14,"HL Road Frame - Red, 52",747.9682,TRUE,Red,500,375,1263.4598,52,48-52 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2011,28-12-2007,End,Road Frames,2,Components
248,0,FR-R92R-52,14,"HL Road Frame - Red, 52",722.2568,TRUE,Red,500,375,1301.3636,52,48-52 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2012,27-12-2008,End,Road Frames,2,Components
249,0,FR-R92R-52,14,"HL Road Frame - Red, 52",868.6342,TRUE,Red,500,375,1431.5,52,48-52 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2013,17-01-2025,Current,Road Frames,2,Components
250,0,FR-R92R-56,14,"HL Road Frame - Red, 56",747.9682,TRUE,Red,500,375,1263.4598,56,54-58 CM,2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2011,28-12-2007,End,Road Frames,2,Components
251,0,FR-R92R-56,14,"HL Road Frame - Red, 56",722.2568,TRUE,Red,500,375,1301.3636,56,54-58 CM,2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2012,27-12-2008,End,Road Frames,2,Components
252,0,FR-R92R-56,14,"HL Road Frame - Red, 56",868.6342,TRUE,Red,500,375,1431.5,56,54-58 CM,2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,01-07-2013,17-01-2025,Current,Road Frames,2,Components
253,0,FR-R38B-58,14,"LL Road Frame - Black, 58",176.1997,TRUE,Black,500,375,297.6346,58,54-58 CM,2,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
254,0,FR-R38B-58,14,"LL Road Frame - Black, 58",170.1428,TRUE,Black,500,375,306.5636,58,54-58 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
255,0,FR-R38B-58,14,"LL Road Frame - Black, 58",204.6251,TRUE,Black,500,375,337.22,58,54-58 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
256,0,FR-R38B-60,14,"LL Road Frame - Black, 60",176.1997,TRUE,Black,500,375,297.6346,60,60-62 CM,2,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
257,0,FR-R38B-60,14,"LL Road Frame - Black, 60",170.1428,TRUE,Black,500,375,306.5636,60,60-62 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
258,0,FR-R38B-60,14,"LL Road Frame - Black, 60",204.6251,TRUE,Black,500,375,337.22,60,60-62 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
259,0,FR-R38B-62,14,"LL Road Frame - Black, 62",176.1997,TRUE,Black,500,375,297.6346,62,60-62 CM,2,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
260,0,FR-R38B-62,14,"LL Road Frame - Black, 62",170.1428,TRUE,Black,500,375,306.5636,62,60-62 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
261,0,FR-R38B-62,14,"LL Road Frame - Black, 62",204.6251,TRUE,Black,500,375,337.22,62,60-62 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2013,17-01-2025,Current,Road Frames,2,Components
262,0,FR-R38R-44,14,"LL Road Frame - Red, 44",181.4857,TRUE,Red,500,375,306.5636,44,42-46 CM,2,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2011,28-12-2007,End,Road Frames,2,Components
263,0,FR-R38R-44,14,"LL Road Frame - Red, 44",187.1571,TRUE,Red,500,375,337.22,44,42-46 CM,2,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",01-07-2012,27-12-2008,End,Road Frames,2,Components
